22158084,included,CD012281
"el Sharkwy 2013 {published data only}  el Sharkwy IAE, Evers JLH, Dunselman GAJ, Vanderlinden PJQ. Combination of non-invasive and semi-invasive tests for diagnosis of minimal to mild endometriosis. Archives of Gynecology & Obstetrics 2013;288(4):793-7.   CrossRef | CAS | Web of Science® Times Cited: 3 | UvA-linker Full Text",included,CD012281
14556806,included,CD012281
8752248,included,CD012281
8566251,included,CD012281
19202143,included,CD012281
8566249,included,CD012281
24738122,included,CD012281
"Paiva 2014 {published data only}  Paiva P, Lappas M, Barker G, Healey M. Using symptom scores, lifestyle measures and biochemical markers to create a test for endometriosis. Journal of Endometriosis 2014;6(3):135-43.   CrossRef | UvA-linker Full Text",included,CD012281
24283984,included,CD012281
16708809,included,CD012281
17947378,excluded,CD012281
8097504,excluded,CD012281
21968488,excluded,CD012281
6422368,excluded,CD012281
"Bazot 2009 {published data only}  Bazot M, Lafont C, Rouzier R, Roseau G, Thomassin-Naggara I, Daraii E. Diagnostic accuracy of physical examination, transvaginal sonography, rectal endoscopic sonography, and magnetic resonance imaging to diagnose deep infiltrating endometriosis. Fertility & Sterility 2009;92(6):1825-33.   CrossRef | Web of Science® Times Cited: 109 | UvA-linker Full Text",excluded,CD012281
"Borboletto 1995 {published data only}  Borboletto C, Goncalves W, Giusa M, de Freitas V, Baracat E, de Lima G. Transvaginal ultrasound, color Doppler velocimetry and CA -125 in the diagnosis and follow-up of pelvic endometriosis [Ultra-sonografia transvaginal, doplervelocimetria colorida e dosagem de CA-125 no diagnóstico e no seguimento da endometriose pélvica]. Femina 1995;23(8):723-6.   UvA-linker Full Text",excluded,CD012281
17997748,excluded,CD012281
25218120,excluded,CD012281
22348900,excluded,CD012281
11704113,excluded,CD012281
3422132,excluded,CD012281
9201878,excluded,CD012281
"Hudelist 2011b {published data only}  Hudelist G, Ballard K, English J, Wright J, Banerjee S, Mastoroudes H, et al. Transvaginal sonography vs. clinical examination in the preoperative diagnosis of deep infiltrating endometriosis. Ultrasound in Obstetrics & Gynecology 2011;37(4):480-7.   Wiley Online Library | Web of Science® Times Cited: 38 | UvA-linker Full Text",excluded,CD012281
25366587,excluded,CD012281
24219598,excluded,CD012281
"Lee 2014 {published data only}  Lee Y, Tan CW, Venkatratnam A, Tan CS, Liang C, Loh S, et al. Dysregulated sphingolipid metabolism in endometriosis. Journal of Clinical Endocrinology & Metabolism 2014;99(10):1913-21.   CrossRef | CAS | Web of Science® Times Cited: 5 | UvA-linker Full Text",excluded,CD012281
9050474,excluded,CD012281
"Szubert 2014 {published data only}  Szubert M, Suzin J, Duechler M, Szuławska A, Czyż M, Kowalczyk-Amico K. Evaluation of selected angiogenic and inflammatory markers in endometriosis before and after danazol treatment. Reproduction, Fertility and Development 2014;26(3):414-20.   CrossRef | CAS | Web of Science® Times Cited: 7 | UvA-linker Full Text",excluded,CD012281
10863898,excluded,CD012281
15760962,excluded,CD012281
