21755760,included,CD012010
19241920,included,CD012010
2446694,included,CD012010
1983856,included,CD012010
9436862,included,CD012010
22481290,included,CD012010
5934214,included,CD012010
16437625,included,CD012010
1697797,included,CD012010
"Wu 2009 {published data only}  Wu L, Li P, Ling M. The diagnostic value of urinary trypsinogen-2 screening acute pancreatitis. Chinese Journal of Gastroenterology and Hepatology 2009;18(7):665-7.   Web of Science® Times Cited: 37 | UvA-linker Full Text",included,CD012010
"Abascal 1982 {published data only}  Abascal J, Acero J, Acero E, Engel M, Gea T. Amylase creatinine clearance ratio modifications in acute pancreatitis and after different types of surgery. Langenbeck's Archives of Surgery 1982;357(3):186.   Web of Science® | UvA-linker Full Text",excluded,CD012010
"Abate 1979 {published data only}  Abate S, Marzano LA, Ferulano GP, Fasano S. The nature and significance of amylase-creatinine clearance in acute pancreatitis. (pre- and postoperative results). Chirurgia Gastroenterologica 1979;13(2):277-89.   UvA-linker Full Text",excluded,CD012010
"Acero 1982 {published data only}  Acero Sanz J, Abascal Morte J, Engel M. Amylase clearance with respect to creatinine clearance in acute pancreatitis. Gastroenterologia y Hepatologia 1982;5(8):416-21.   UvA-linker Full Text",excluded,CD012010
3757238,excluded,CD012010
5648710,excluded,CD012010
"Adler 1985 {published data only}  Adler G, Bauerfeind U, Dati F. Rapid diagnosis of acute pancreatitis by an immunochemical latex test for serum pancreatic lipase. Medizinische Klinik 1985;80(18):490-4.   Web of Science® | UvA-linker Full Text",excluded,CD012010
"Ahmed 2009 {published data only}  Ahmed A, Begum I, Aquil N, Atif S, Hussain T, Vohra EA. Hyperamylasemia and acute pancreatitis following organophosphate poisoning. Pakistan Journal of Medical Sciences 2009;25(6):957-61.   Web of Science® | UvA-linker Full Text",excluded,CD012010
"Aho 1988 {published data only}  Aho HJ, Sternby B, Kallajoki M, Nevalainen TJ. Carboxyl ester lipase in human acute pancreatitis. Digestion 1988;40(2):68.   Web of Science® | UvA-linker Full Text",excluded,CD012010
2689525,excluded,CD012010
9580441,excluded,CD012010
"Anand 1956 {published data only}  Anand SS, Sawhney CP. Urinary diastase in health and disease; with special reference to its value in acute pancreatitis. Indian Journal of Surgery 1956;18(3):191-6.   UvA-linker Full Text",excluded,CD012010
19752771,excluded,CD012010
6076130,excluded,CD012010
9235442,excluded,CD012010
9670716,excluded,CD012010
Anonymous 1966 {published data only}  The Editors of JAMA. Pancreatic lipase in acute pancreatitis. JAMA 1966;196(7):657.   CrossRef | UvA-linker Full Text,excluded,CD012010
22585132,excluded,CD012010
2452330,excluded,CD012010
1719798,excluded,CD012010
6188148,excluded,CD012010
3510097,excluded,CD012010
6154908,excluded,CD012010
315099,excluded,CD012010
9351056,excluded,CD012010
9647391,excluded,CD012010
27243230,excluded,CD012010
8830337,excluded,CD012010
605280,excluded,CD012010
27160507,excluded,CD012010
"Bargum 1983 {published data only}  Bargum R, Larsen KE, Trostmann AF, Rohr N, Boesby S. The value of pancreas iso-amylase and lipase in serum in the diagnosis of acute pancreatitis. Scandinavian Journal of Gastroenterology Supplement 1983;18(86):6.   UvA-linker Full Text",excluded,CD012010
2425437,excluded,CD012010
25883434,excluded,CD012010
14318393,excluded,CD012010
"Benini 1987 {published data only}  Benini L, Bevilacqua D, Cavallini G, Rizzotti P, Brocco G, Caliari S, et al. Lipase latex test in acute pancreatitis - comparison with lipase-EIA, trypsin and elastase-1. Digestive Diseases and Sciences 1987;32(10):1160.   UvA-linker Full Text",excluded,CD012010
2447209,excluded,CD012010
1374275,excluded,CD012010
982210,excluded,CD012010
13669859,excluded,CD012010
14145122,excluded,CD012010
14146747,excluded,CD012010
14141910,excluded,CD012010
6184470,excluded,CD012010
6195978,excluded,CD012010
4174882,excluded,CD012010
2440657,excluded,CD012010
635294,excluded,CD012010
6085419,excluded,CD012010
11854688,excluded,CD012010
6199049,excluded,CD012010
178106,excluded,CD012010
18900648,excluded,CD012010
2409510,excluded,CD012010
10430383,excluded,CD012010
5975327,excluded,CD012010
"Brodie 1977 {published data only}  Brodie MJ, Donaldson LA, McIntosh W, Joffe SN. Amylase thermolability - application in diagnosis of acute pancreatitis and pancreatic pseudocysts. Gut 1977;18(5):A415-6.   Web of Science® | UvA-linker Full Text",excluded,CD012010
6163295,excluded,CD012010
Brohee 1981 {published data only}  Brohee D. Reliability and interpretation of the amylase to creatinine clearance ratio. Revue Francaise de Gastro-Enterologie 1981;168:27-34.   UvA-linker Full Text,excluded,CD012010
3494288,excluded,CD012010
6159772,excluded,CD012010
2421494,excluded,CD012010
13640152,excluded,CD012010
1163973,excluded,CD012010
11005413,excluded,CD012010
6160455,excluded,CD012010
Calkins 1968 {published data only}  Calkins WG. A study of urinary amylase excretion in patients with acute pancreatitis. American Journal of Gastroenterology 1968;49(5):415-24.   Web of Science® Times Cited: 8 | UvA-linker Full Text,excluded,CD012010
4691868,excluded,CD012010
"Campbell 1979 {published data only}  Campbell FC, Imrie CW, Gordon DA, McKay AJ, Oneill J. Re-examination of the amylase-to-creatinine clearance ratio (ACCR) in acute pancreatitis. South African Journal of Surgery 1979;17(3):142.   Web of Science® | UvA-linker Full Text",excluded,CD012010
6201096,excluded,CD012010
"Cases 1988 {published data only}  Cases A, Navarro S, Elena M, Munoz Ruiz I, Lopez Pedret J, Revert L. Usefulness of serum concentrations of pancreatic enzymes in the diagnosis of acute pancreatitis in hemodialyzed patients. Nefrologia 1988;8(4):345-50.   Web of Science® | UvA-linker Full Text",excluded,CD012010
20517765,excluded,CD012010
8955242,excluded,CD012010
7510410,excluded,CD012010
15617303,excluded,CD012010
15782102,excluded,CD012010
"Cheng 2004 {published data only}  Cheng L, Wang X. Changes in etiology, diagnosis and therapeutics in patients with acute pancreatitis during the past ten years: A retrospective study of 725 cases. Chinese Journal of Gastroenterology 2004;9(5):280-3.   UvA-linker Full Text",excluded,CD012010
"Cheung 2015 {published data only}  Cheung T, Clifford R, Siew S, Gunasekera R. Efficiency of the completion of diagnostic serum amylase for patients presenting with acute abdominal pain. International Journal of Surgery 2015;23:S118.   CrossRef | UvA-linker Full Text",excluded,CD012010
"Choi 2009 {published data only}  Choi JH, Kang NL, Choi SD. Lipase/amylase ratio distinguishes mild acute biliary pancreatitis from nonpancreatitis. Central European Journal of Medicine 2009;4(3):293-8.   Web of Science® | UvA-linker Full Text",excluded,CD012010
22374894,excluded,CD012010
11932783,excluded,CD012010
4644009,excluded,CD012010
652610,excluded,CD012010
"Cintra 1952 {published data only}  Cintra Do Prado F, Bove P. Study of the amylase content of the blood in acute pancreatitis. La Prensa Medica Argentina 1952;39(46):2764-9.   UvA-linker Full Text",excluded,CD012010
"Cintra 1953 {published data only}  Cintra Do Prado F, Bove P. A study of amylase activity of the blood in acute pancreatitis. Resenha Clinica-Cientifica 1953;22(2):39-43.   UvA-linker Full Text",excluded,CD012010
7543034,excluded,CD012010
2438739,excluded,CD012010
25062872,excluded,CD012010
"Coffey 2014a {published data only}  Coffey MJ, Nightingale S, Ooi CY. Diagnosing acute pancreatitis in children: What is the diagnostic yield and concordance for serum pancreatic enzymes and imaging?. Gastroenterology 2014;146(5 Suppl):S-625.   UvA-linker Full Text",excluded,CD012010
6179559,excluded,CD012010
"Concepcion Martin 2013 {published data only}  Concepcion Martin M, Guarner-Argente C, Gemez-Oliva C, Juanes Borrego A, Torras Colell X, Sainz Saenz-Torre S, et al. Early blood predictors for post-ERCP pancreatitis. Pancreatology 2013;13(4 Suppl 1):e8.   CrossRef | UvA-linker Full Text",excluded,CD012010
27642079,excluded,CD012010
"Corfield 1984 {published data only}  Corfield AP, Cooper MJ, Thompson MH, Mountford R, Whicher JT, Williamson RCN. Hyperamylasemia after ERCP - a sub-clinical acute pancreatitis. Digestion 1984;30(2):115-6.   Web of Science® | UvA-linker Full Text",excluded,CD012010
"Cornett 2010 {published data only}  Cornett D, Spier BJ, Pfau P. The causes and outcome of pancreatitis associated with serum lipase exceeding 10,000. Gastroenterology 2010;138(5 Suppl):S239-40.   UvA-linker Full Text",excluded,CD012010
7504593,excluded,CD012010
516204,excluded,CD012010
3492742,excluded,CD012010
3750641,excluded,CD012010
14840605,excluded,CD012010
3064262,excluded,CD012010
2432436,excluded,CD012010
462067,excluded,CD012010
Delcourt 1977 {published data only}  Delcourt A. Amylase-creatinine clearance in diagnosis of acute pancreatitis. Acta Clinica Belgica 1977;32(5):346-7.   Web of Science® | UvA-linker Full Text,excluded,CD012010
13215135,excluded,CD012010
"Deril 1989 {published data only}  Deril GM, Bosoni T, Lesi C. Pancreatic amylase in serum for differential diagnosis of acute pancreatitis and acute abdominal diseases. Clinical Chemistry 1989;35(10):2142-3.   Web of Science® Times Cited: 6 | UvA-linker Full Text",excluded,CD012010
"Deril 1992 {published data only}  Deril GVM, Ventrucci M. Persistence of increased amylase and lipase concentrations in acute pancreatitis. Clinical Chemistry 1992;38(4):609.   Web of Science® | UvA-linker Full Text",excluded,CD012010
23105861,excluded,CD012010
20094095,excluded,CD012010
Distefano 1952 {published data only}  Distefano G. The glucose and amylase content of the blood in acute abdomen of obscure origin. Rivista di Patologia e Clinica 1952;7(8):164-6.   UvA-linker Full Text,excluded,CD012010
10481560,excluded,CD012010
870964,excluded,CD012010
4831310,excluded,CD012010
13232158,excluded,CD012010
20218362,excluded,CD012010
15065538,excluded,CD012010
929110,excluded,CD012010
6653424,excluded,CD012010
2580501,excluded,CD012010
Elman 1942 {published data only}  Elman R. Surgical aspects of acute pancreatitis - with special reference to its frequency as revealed by the serum amylase test. Journal of the American Medical Association 1942;118(15):1265-8.   CrossRef | UvA-linker Full Text,excluded,CD012010
"Engel 1977 {published data only}  Engel JJ, Rermudez FG, Spellberg MA. Acute pancreatitis, hyperamylasemia and carbohydrate intolerance. GEN 1977;31(3):203-8.   UvA-linker Full Text",excluded,CD012010
14242463,excluded,CD012010
"Esber 1995 {published data only}  Esber E, Druzina I, Blum J, Marshall J. Prospective evaluation of the lipase amylase ratio in the diagnosis of acute pancreatitis. Gastroenterology 1995;108(4 Suppl):A352.   Web of Science® Times Cited: 1 | UvA-linker Full Text",excluded,CD012010
5070344,excluded,CD012010
"Fabris 1976 {published data only}  Fabris G, Farini R, Fasolo GF. Acute pancreatitis and hyperlipaemia. Acta Chirurgica Italica 1976;32(4):557-63.   UvA-linker Full Text",excluded,CD012010
5602414,excluded,CD012010
646567,excluded,CD012010
741837,excluded,CD012010
"Fiocca 1983 {published data only}  Fiocca F, De Mutiis C, Quondamcarlo C. Acute post-operative pancreatitis. A study of enzymatic activity of pancreatic origin. Chirurgia Gastroenterologica 1983;17(4):738-46.   UvA-linker Full Text",excluded,CD012010
3704296,excluded,CD012010
13233053,excluded,CD012010
2437792,excluded,CD012010
13823931,excluded,CD012010
"Forest 1990 {published data only}  Forest JC, Turcotte G, Nadeau L, Bergeron J, Deslauriers D, Fruteau B, et al. Serum lipase, total and pancreatic amylases in the diagnosis of acute pancreatitis and other acute abdominal diseases in an emergency room setting. Clinical Chemistry 1990;36(6):1124.   Web of Science® | UvA-linker Full Text",excluded,CD012010
4639859,excluded,CD012010
668141,excluded,CD012010
4420932,excluded,CD012010
6154284,excluded,CD012010
6160273,excluded,CD012010
2479316,excluded,CD012010
6178457,excluded,CD012010
"Gambill 1975 {published data only}  Gambill EE. Hot pancreas, hot belly. Diagnosing pancreatitis. Emergency Medicine (Parsippany) 1975;7(4):179-85. [ISSN: 0013-6654]  UvA-linker Full Text",excluded,CD012010
2420004,excluded,CD012010
13263122,excluded,CD012010
5871894,excluded,CD012010
23002153,excluded,CD012010
704529,excluded,CD012010
9380098,excluded,CD012010
463848,excluded,CD012010
