16211399,included,CD011912
16088415,included,CD011912
24923996,included,CD011912
19131383,included,CD011912
25938847,included,CD011912
26905447,included,CD011912
28250095,included,CD011912
12612220,included,CD011912
18492511,included,CD011912
25241768,included,CD011912
25902399,included,CD011912
12193511,included,CD011912
20195633,included,CD011912
16238542,included,CD011912
18762486,included,CD011912
24646619,included,CD011912
22528711,included,CD011912
24768155,included,CD011912
24588079,included,CD011912
24037922,excluded,CD011912
22284744,excluded,CD011912
12170356,excluded,CD011912
27491102,excluded,CD011912
27994302,excluded,CD011912
23958775,excluded,CD011912
19154526,excluded,CD011912
26746119,excluded,CD011912
23341250,excluded,CD011912
12640374,excluded,CD011912
18347842,excluded,CD011912
17932712,excluded,CD011912
18762486,excluded,CD011912
22368668,excluded,CD011912
26038347,excluded,CD011912
24315501,excluded,CD011912
26236364,excluded,CD011912
27073996,excluded,CD011912
