20220416,included,CD009694
21168593,included,CD009694
17275466,included,CD009694
9576648,included,CD009694
19565357,included,CD009694
19406767,included,CD009694
16733422,included,CD009694
17643226,included,CD009694
21971739,included,CD009694
22788547,included,CD009694
18575685,excluded,CD009694
20565396,excluded,CD009694
24148531,excluded,CD009694
19444652,excluded,CD009694
18988312,excluded,CD009694
21263309,excluded,CD009694
19558940,excluded,CD009694
19881172,excluded,CD009694
18973057,excluded,CD009694
17940745,excluded,CD009694
17700512,excluded,CD009694
21849846,excluded,CD009694
18351321,excluded,CD009694
21330863,excluded,CD009694
17719630,excluded,CD009694
21086225,excluded,CD009694
14981190,excluded,CD009694
18574925,excluded,CD009694
20820765,excluded,CD009694
22327714,excluded,CD009694
11781400,excluded,CD009694
