11145297,included,CD010213
11375578,included,CD010213
11375578,included,CD010213
9468422,included,CD010213
20662789,included,CD010213
14530644,included,CD010213
19223886,included,CD010213
22571417,included,CD010213
12110799,included,CD010213
22278320,included,CD010213
19088937,included,CD010213
20929294,included,CD010213
10399976,included,CD010213
9293783,included,CD010213
20838285,included,CD010213
11360637,included,CD010213
20662792,included,CD010213
23897307,included,CD010213
25341136,included,CD010213
26605974,included,CD010213
7698152,included,CD010213
23390008,included,CD010213
21139505,included,CD010213
22487524,included,CD010213
11374678,included,CD010213
22797397,included,CD010213
22042244,included,CD010213
25036913,included,CD010213
18775021,included,CD010213
18981954,included,CD010213
18665010,included,CD010213
18632526,included,CD010213
25082473,included,CD010213
24705763,included,CD010213
17350894,included,CD010213
16436817,included,CD010213
17993724,included,CD010213
12297771,included,CD010213
26618476,included,CD010213
21537945,included,CD010213
18379300,included,CD010213
19705500,included,CD010213
11110940,included,CD010213
20664965,included,CD010213
11490849,included,CD010213
23280287,included,CD010213
10963196,excluded,CD010213
21705942,excluded,CD010213
12789912,excluded,CD010213
15128348,excluded,CD010213
18423464,excluded,CD010213
19081530,excluded,CD010213
11774939,excluded,CD010213
12838222,excluded,CD010213
19968612,excluded,CD010213
12397279,excluded,CD010213
9691893,excluded,CD010213
17210151,excluded,CD010213
20601798,excluded,CD010213
23845445,excluded,CD010213
25184124,excluded,CD010213
17663510,excluded,CD010213
25748871,excluded,CD010213
18925304,excluded,CD010213
19172205,excluded,CD010213
24436110,excluded,CD010213
17097419,excluded,CD010213
7839520,excluded,CD010213
22155849,excluded,CD010213
17625292,excluded,CD010213
17589929,excluded,CD010213
19157379,excluded,CD010213
18697405,excluded,CD010213
23578194,excluded,CD010213
17337874,excluded,CD010213
24281965,excluded,CD010213
22699206,excluded,CD010213
21301359,excluded,CD010213
23319038,excluded,CD010213
17873459,excluded,CD010213
18376314,excluded,CD010213
15367887,excluded,CD010213
23150020,excluded,CD010213
18577196,excluded,CD010213
20374620,excluded,CD010213
22752369,excluded,CD010213
21852570,excluded,CD010213
22658389,excluded,CD010213
23504490,excluded,CD010213
23504490,excluded,CD010213
20492008,excluded,CD010213
8208970,excluded,CD010213
578902,excluded,CD010213
9416411,excluded,CD010213
23545001,excluded,CD010213
23916241,excluded,CD010213
24402606,excluded,CD010213
9671070,excluded,CD010213
14526670,excluded,CD010213
12607059,excluded,CD010213
25452445,excluded,CD010213
11375592,excluded,CD010213
22209433,excluded,CD010213
9484637,excluded,CD010213
25410732,excluded,CD010213
25789281,excluded,CD010213
9476770,excluded,CD010213
25730281,excluded,CD010213
9609423,excluded,CD010213
9512275,excluded,CD010213
23197929,excluded,CD010213
19533561,excluded,CD010213
22487470,excluded,CD010213
24798941,excluded,CD010213
11818934,excluded,CD010213
24662333,excluded,CD010213
7575115,excluded,CD010213
21822037,excluded,CD010213
11115943,excluded,CD010213
15114319,excluded,CD010213
15131794,excluded,CD010213
19665706,excluded,CD010213
16299235,excluded,CD010213
21155879,excluded,CD010213
23321061,excluded,CD010213
8942546,excluded,CD010213
21414642,excluded,CD010213
21611946,excluded,CD010213
16333711,excluded,CD010213
24807732,excluded,CD010213
18330088,excluded,CD010213
14652549,excluded,CD010213
22517672,excluded,CD010213
22961878,excluded,CD010213
7859967,excluded,CD010213
9165320,excluded,CD010213
20431733,excluded,CD010213
18043347,excluded,CD010213
18830106,excluded,CD010213
16733112,excluded,CD010213
25044974,excluded,CD010213
11424095,excluded,CD010213
24635775,excluded,CD010213
23816944,excluded,CD010213
16905386,excluded,CD010213
15772531,excluded,CD010213
23595223,excluded,CD010213
21986165,excluded,CD010213
23433878,excluded,CD010213
4875654,excluded,CD010213
19820493,excluded,CD010213
21775920,excluded,CD010213
10535205,excluded,CD010213
21689229,excluded,CD010213
23983161,excluded,CD010213
21241428,excluded,CD010213
26020040,excluded,CD010213
20971690,excluded,CD010213
18029882,excluded,CD010213
23023447,excluded,CD010213
10766459,excluded,CD010213
22854060,excluded,CD010213
23820414,excluded,CD010213
7727604,excluded,CD010213
21611945,excluded,CD010213
10565771,excluded,CD010213
1984331,excluded,CD010213
18089492,excluded,CD010213
15545675,excluded,CD010213
18279866,excluded,CD010213
25535186,excluded,CD010213
10707924,excluded,CD010213
10370410,excluded,CD010213
18455699,excluded,CD010213
21538952,excluded,CD010213
895803,excluded,CD010213
2173017,excluded,CD010213
25341134,excluded,CD010213
21234311,excluded,CD010213
8661577,excluded,CD010213
14687813,excluded,CD010213
14579295,excluded,CD010213
15855975,excluded,CD010213
17026562,excluded,CD010213
16564863,excluded,CD010213
17440790,excluded,CD010213
19188728,excluded,CD010213
18397485,excluded,CD010213
23271395,excluded,CD010213
24140024,excluded,CD010213
9390119,excluded,CD010213
10650262,excluded,CD010213
9807561,excluded,CD010213
15788581,excluded,CD010213
17114547,excluded,CD010213
25303907,excluded,CD010213
9193337,excluded,CD010213
23727375,excluded,CD010213
26090467,excluded,CD010213
20883873,excluded,CD010213
2094840,excluded,CD010213
17661248,excluded,CD010213
17419273,excluded,CD010213
24949352,excluded,CD010213
11870425,excluded,CD010213
20881899,excluded,CD010213
7797130,excluded,CD010213
10413842,excluded,CD010213
11007226,excluded,CD010213
11437040,excluded,CD010213
12425546,excluded,CD010213
12873573,excluded,CD010213
1991611,excluded,CD010213
25433412,excluded,CD010213
22774571,excluded,CD010213
20077047,excluded,CD010213
20417721,excluded,CD010213
24740402,excluded,CD010213
10420901,excluded,CD010213
25024614,excluded,CD010213
26270143,excluded,CD010213
22976754,excluded,CD010213
19028217,excluded,CD010213
24877242,excluded,CD010213
7601050,excluded,CD010213
19340900,excluded,CD010213
11124550,excluded,CD010213
16633011,excluded,CD010213
18155564,excluded,CD010213
16998243,excluded,CD010213
18068941,excluded,CD010213
15222042,excluded,CD010213
6114252,excluded,CD010213
12425571,excluded,CD010213
15497081,excluded,CD010213
9087830,excluded,CD010213
11255521,excluded,CD010213
23196834,excluded,CD010213
8542789,excluded,CD010213
18941085,excluded,CD010213
21155883,excluded,CD010213
23090002,excluded,CD010213
7535275,excluded,CD010213
9855052,excluded,CD010213
27446324,excluded,CD010213
12091659,excluded,CD010213
15902884,excluded,CD010213
11513201,excluded,CD010213
12094855,excluded,CD010213
24528251,excluded,CD010213
23301574,excluded,CD010213
25826166,excluded,CD010213
16041214,excluded,CD010213
23276176,excluded,CD010213
12370531,excluded,CD010213
22278320,excluded,CD010213
12932109,excluded,CD010213
24622065,excluded,CD010213
19274426,excluded,CD010213
22937216,excluded,CD010213
8626891,excluded,CD010213
16482625,excluded,CD010213
22298098,excluded,CD010213
25429630,excluded,CD010213
22317883,excluded,CD010213
27048403,excluded,CD010213
16733111,excluded,CD010213
25793739,excluded,CD010213
24581137,excluded,CD010213
19845568,excluded,CD010213
21955434,excluded,CD010213
19356336,excluded,CD010213
20431733,excluded,CD010213
21655058,excluded,CD010213
11568327,excluded,CD010213
22375515,excluded,CD010213
17226911,excluded,CD010213
19647248,excluded,CD010213
20600020,excluded,CD010213
21483464,excluded,CD010213
23799209,excluded,CD010213
24681878,excluded,CD010213
25865388,excluded,CD010213
19997511,excluded,CD010213
10100786,excluded,CD010213
7724751,excluded,CD010213
26962549,excluded,CD010213
26136775,excluded,CD010213
11740615,excluded,CD010213
19450943,excluded,CD010213
22020905,excluded,CD010213
20438884,excluded,CD010213
15654794,excluded,CD010213
15824948,excluded,CD010213
15643503,excluded,CD010213
21535198,excluded,CD010213
21505859,excluded,CD010213
23433596,excluded,CD010213
25440688,excluded,CD010213
20443074,excluded,CD010213
24523528,excluded,CD010213
11429948,excluded,CD010213
21173913,excluded,CD010213
25745484,excluded,CD010213
22495239,excluded,CD010213
26465956,excluded,CD010213
18067066,excluded,CD010213
17531630,excluded,CD010213
17498591,excluded,CD010213
19306410,excluded,CD010213
10405744,excluded,CD010213
24671860,excluded,CD010213
27092317,excluded,CD010213
23078438,excluded,CD010213
25818077,excluded,CD010213
23847255,excluded,CD010213
12876016,excluded,CD010213
24218310,excluded,CD010213
27129137,excluded,CD010213
7438016,excluded,CD010213
18815540,excluded,CD010213
22943477,excluded,CD010213
23390008,excluded,CD010213
24126370,excluded,CD010213
26517448,excluded,CD010213
23423501,excluded,CD010213
17715114,excluded,CD010213
19687736,excluded,CD010213
26045314,excluded,CD010213
22591644,excluded,CD010213
