19362256,included,CD008122
8758063,included,CD008122
9444000,included,CD008122
10492788,included,CD008122
11693975,included,CD008122
18620560,included,CD008122
10715695,included,CD008122
8940977,included,CD008122
17642705,included,CD008122
10072131,included,CD008122
19270300,included,CD008122
15228812,included,CD008122 
12712759,included,CD008122
14513934,included,CD008122
15255320,included,CD008122
10987707,included,CD008122
12791849,included,CD008122
9754317,included,CD008122
10511977,included,CD008122
19508434,included,CD008122
12174772,included,CD008122
16711337,included,CD008122
17556616,included,CD008122
18240951,included,CD008122
12812358,included,CD008122
10497842,included,CD008122
10232784,included,CD008122
15000726,included,CD008122
9125830,included,CD008122
18959777,included,CD008122
16492359,included,CD008122
20005196,included,CD008122
16505556,included,CD008122
17300631,included,CD008122
9236821,included,CD008122
20218482,included,CD008122
19399156,included,CD008122
10746389,included,CD008122
19407111,included,CD008122
19271402,included,CD008122
14510166,included,CD008122
12206045,included,CD008122
16117960,included,CD008122
18256418,included,CD008122
17360871,included,CD008122
18981501,included,CD008122
19635896,included,CD008122
19482001,included,CD008122
11398664,included,CD008122
9373631,included,CD008122
10983554,included,CD008122
11123823,included,CD008122
12662417,included,CD008122
10928351,included,CD008122
10696409,included,CD008122
18163135,included,CD008122
10405377,included,CD008122
17172395,included,CD008122
8980591,included,CD008122
19173772,included,CD008122
11205592,included,CD008122
10546844,included,CD008122
12932092,included,CD008122
19362256,excluded,CD008122
10748901,excluded,CD008122
11225143,excluded,CD008122
12689544,excluded,CD008122
10748900,excluded,CD008122
17486264,excluded,CD008122
14552743,excluded,CD008122
19860920,excluded,CD008122 
11500771,excluded,CD008122
10339800,excluded,CD008122
12436172,excluded,CD008122
15310018,excluded,CD008122
9692145,excluded,CD008122
1995939,excluded,CD008122
7906328,excluded,CD008122
16124417,excluded,CD008122
16124416,excluded,CD008122
16014858,excluded,CD008122
17034070,excluded,CD008122
9769889,excluded,CD008122
20529273,excluded,CD008122
19863789,excluded,CD008122
12287805,excluded,CD008122
11957314,excluded,CD008122
19222821,excluded,CD008122
19399160,excluded,CD008122
15552593,excluded,CD008122
16981647,excluded,CD008122
11358000,excluded,CD008122
11388507,excluded,CD008122
12971557,excluded,CD008122
15272742,excluded,CD008122
12516921,excluded,CD008122
9612775,excluded,CD008122
16943212,excluded,CD008122
16603648,excluded,CD008122
9439488,excluded,CD008122
15701557,excluded,CD008122
11411942,excluded,CD008122
12518844,excluded,CD008122
12164291,excluded,CD008122
12214515,excluded,CD008122
9231194,excluded,CD008122
12174773,excluded,CD008122
10948029,excluded,CD008122
17605054,excluded,CD008122
18951743,excluded,CD008122
9017909,excluded,CD008122
15452770,excluded,CD008122
18711803,excluded,CD008122
2446789,excluded,CD008122
9373633,excluded,CD008122
7856824,excluded,CD008122
19019399,excluded,CD008122
2202221,excluded,CD008122
16216106,excluded,CD008122
16192446,excluded,CD008122
11132380,excluded,CD008122
10897358,excluded,CD008122
18383801,excluded,CD008122
19272157,excluded,CD008122
18598344,excluded,CD008122
12567635,excluded,CD008122
14740873,excluded,CD008122
14766829,excluded,CD008122
12219143,excluded,CD008122
12792694,excluded,CD008122
18031779,excluded,CD008122
9509627,excluded,CD008122
11388505,excluded,CD008122
10492756,excluded,CD008122
12587607,excluded,CD008122
11989528,excluded,CD008122
17362594,excluded,CD008122
19479634,excluded,CD008122
19519915,excluded,CD008122
19948018,excluded,CD008122
19930609,excluded,CD008122
