24618331,included,CD010296
16212456,included,CD010296
24709403,included,CD010296
15943504,included,CD010296
15943504,included,CD010296
19825870,included,CD010296
12563210,included,CD010296
21095141,included,CD010296
18503118,included,CD010296
22214681,included,CD010296
24113391,included,CD010296
11137922,included,CD010296
21425274,included,CD010296
25023904,included,CD010296
12877601,included,CD010296
17669866,included,CD010296
11856687,included,CD010296
22717670,included,CD010296
23591188,included,CD010296
9291051,included,CD010296
19135839,included,CD010296
12096265,included,CD010296
10496715,included,CD010296
12010096,included,CD010296
22430681,included,CD010296
21172584,included,CD010296
22545878,included,CD010296
11265078,included,CD010296
11877694,included,CD010296
21962588,included,CD010296
23046331,included,CD010296
14560207,included,CD010296
16875850,included,CD010296
9786261,included,CD010296
19878784,included,CD010296
20363153,included,CD010296
9529490,included,CD010296
11107086,included,CD010296
10828236,included,CD010296
19656651,excluded,CD010296
22240330,excluded,CD010296
19126989,excluded,CD010296
23455839,excluded,CD010296
17980791,excluded,CD010296
15354627,excluded,CD010296
12461270,excluded,CD010296
20488320,excluded,CD010296
21546278,excluded,CD010296
18829237,excluded,CD010296
23490295,excluded,CD010296
15454621,excluded,CD010296
23377874,excluded,CD010296
19713606,excluded,CD010296
22623699,excluded,CD010296
