
21703009,included,CD011431
7516807,included,CD011431
20979601,included,CD011431
11693975,included,CD011431
20529273,included,CD011431
18620560,included,CD011431
17642705,included,CD011431
15228812,included,CD011431
23742633,included,CD011431
24172045,included,CD011431
22536317,included,CD011431
15255320,included,CD011431
16711337,included,CD011431
15000726,included,CD011431
23692957,included,CD011431
20005196,included,CD011431
21376357,included,CD011431
22818643,included,CD011431
23234579,included,CD011431
16117960,included,CD011431
18256418,included,CD011431
17360871,included,CD011431
18981501,included,CD011431
20046179,included,CD011431
19482001,included,CD011431
11123823,included,CD011431
12662417,included,CD011431
20602766,included,CD011431
10405377,included,CD011431
24086328,included,CD011431
17172395,included,CD011431
12932092,included,CD011431
23294729,included,CD011431
18218394,included,CD011431
18834523,excluded,CD011431
10748901,excluded,CD011431
21860139,excluded,CD011431
19362256,excluded,CD011431
11225143,excluded,CD011431
12689544,excluded,CD011431
20046181,excluded,CD011431
22032415,excluded,CD011431
22054069,excluded,CD011431
20207689,excluded,CD011431
10748900,excluded,CD011431
17486264,excluded,CD011431
14552743,excluded,CD011431
19860920,excluded,CD011431
11500771,excluded,CD011431
10339800,excluded,CD011431
12436172,excluded,CD011431
23024493,excluded,CD011431
15310018,excluded,CD011431
23569920,excluded,CD011431
22514617,excluded,CD011431
23249688,excluded,CD011431
8758063,excluded,CD011431
9444000,excluded,CD011431
23345297,excluded,CD011431
9692145,excluded,CD011431
19950541,excluded,CD011431
1995939,excluded,CD011431
22182735,excluded,CD011431
7906328,excluded,CD011431
10492788,excluded,CD011431
16124417,excluded,CD011431
16124416,excluded,CD011431
16014858,excluded,CD011431
17034070,excluded,CD011431
9769889,excluded,CD011431
19863789,excluded,CD011431
12287805,excluded,CD011431
11957314,excluded,CD011431
19222821,excluded,CD011431
19399160,excluded,CD011431
15552593,excluded,CD011431
16981647,excluded,CD011431
10715695,excluded,CD011431
11358000,excluded,CD011431
23791385,excluded,CD011431
11388507,excluded,CD011431
12971557,excluded,CD011431
15272742,excluded,CD011431
24409647,excluded,CD011431
12516921,excluded,CD011431
8940977,excluded,CD011431
9612775,excluded,CD011431
21461266,excluded,CD011431
16943212,excluded,CD011431
16603648,excluded,CD011431
20646312,excluded,CD011431
22302848,excluded,CD011431
9439488,excluded,CD011431
15701557,excluded,CD011431
11411942,excluded,CD011431
21087378,excluded,CD011431
21435256,excluded,CD011431
12518844,excluded,CD011431
12164291,excluded,CD011431
12214515,excluded,CD011431
10072131,excluded,CD011431
9231194,excluded,CD011431
12174773,excluded,CD011431
10948029,excluded,CD011431
17605054,excluded,CD011431
18853608,excluded,CD011431
18951743,excluded,CD011431
9017909,excluded,CD011431
18711803,excluded,CD011431
2446789,excluded,CD011431
15452770,excluded,CD011431
19270300,excluded,CD011431
12712759,excluded,CD011431
22647557,excluded,CD011431
7856824,excluded,CD011431
9373633,excluded,CD011431
19019399,excluded,CD011431
2202221,excluded,CD011431
16192446,excluded,CD011431
16216106,excluded,CD011431
9692144,excluded,CD011431
11132380,excluded,CD011431
23758950,excluded,CD011431
10897358,excluded,CD011431
19272157,excluded,CD011431
18383801,excluded,CD011431
18598344,excluded,CD011431
20378137,excluded,CD011431
23683333,excluded,CD011431
12567635,excluded,CD011431
23941281,excluded,CD011431
14740873,excluded,CD011431
14766829,excluded,CD011431
12219143,excluded,CD011431
12792694,excluded,CD011431
18031779,excluded,CD011431
11474008,excluded,CD011431
12791849,excluded,CD011431
9509627,excluded,CD011431
11388505,excluded,CD011431
10492756,excluded,CD011431
12587607,excluded,CD011431
11989528,excluded,CD011431
17362594,excluded,CD011431
9754317,excluded,CD011431
10511977,excluded,CD011431
19508434,excluded,CD011431
19479634,excluded,CD011431
23508787,excluded,CD011431
19519915,excluded,CD011431
19948018,excluded,CD011431
19930609,excluded,CD011431
21676264,excluded,CD011431
11398670,excluded,CD011431
14655635,excluded,CD011431
23902626,excluded,CD011431
23493003,excluded,CD011431
16259289,excluded,CD011431
9929032,excluded,CD011431
12461593,excluded,CD011431
17291898,excluded,CD011431
12632146,excluded,CD011431
27365600,excluded,CD011431
12174772,excluded,CD011431
23016476,excluded,CD011431
17291976,excluded,CD011431
16548497,excluded,CD011431
10583325,excluded,CD011431
15490787,excluded,CD011431
23663437,excluded,CD011431
16530797,excluded,CD011431
20028563,excluded,CD011431
11582872,excluded,CD011431
1406728,excluded,CD011431
17556616,excluded,CD011431
18240951,excluded,CD011431
18626455,excluded,CD011431
19735557,excluded,CD011431
21951996,excluded,CD011431
9063360,excluded,CD011431
11952945,excluded,CD011431
10699018,excluded,CD011431
11425156,excluded,CD011431
12454171,excluded,CD011431
12812358,excluded,CD011431
15365017,excluded,CD011431
21703016,excluded,CD011431
23731660,excluded,CD011431
8665389,excluded,CD011431
9986839,excluded,CD011431
11003728,excluded,CD011431
11728042,excluded,CD011431
9797836,excluded,CD011431
15916076,excluded,CD011431
9279979,excluded,CD011431
18784232,excluded,CD011431
22047131,excluded,CD011431
18680960,excluded,CD011431
10497842,excluded,CD011431
8944258,excluded,CD011431
21932547,excluded,CD011431
23587371,excluded,CD011431
22438699,excluded,CD011431
11262857,excluded,CD011431
12055782,excluded,CD011431
19527797,excluded,CD011431
19682968,excluded,CD011431
20003199,excluded,CD011431
15461206,excluded,CD011431
9509174,excluded,CD011431
10232784,excluded,CD011431
18983278,excluded,CD011431
21749585,excluded,CD011431
23667710,excluded,CD011431
9373632,excluded,CD011431
22302847,excluded,CD011431
9125830,excluded,CD011431
22929537,excluded,CD011431
23041541,excluded,CD011431
21444989,excluded,CD011431
18959777,excluded,CD011431
10561760,excluded,CD011431
18160449,excluded,CD011431
22144432,excluded,CD011431
10072132,excluded,CD011431
15217738,excluded,CD011431
11293505,excluded,CD011431
17040820,excluded,CD011431
19996417,excluded,CD011431
15638301,excluded,CD011431
11773110,excluded,CD011431
11904103,excluded,CD011431
19846265,excluded,CD011431
14996360,excluded,CD011431
16492359,excluded,CD011431
18976561,excluded,CD011431
20065013,excluded,CD011431
16505556,excluded,CD011431
18320124,excluded,CD011431
24652214,excluded,CD011431
10734522,excluded,CD011431
17300631,excluded,CD011431
20642834,excluded,CD011431
17919672,excluded,CD011431
20003328,excluded,CD011431
9227798,excluded,CD011431
