17673269,included,CD008892
21781418,included,CD008892
19182742,included,CD008892
21340299,included,CD008892
10548305,included,CD008892
17217551,included,CD008892
16938421,included,CD008892
21444985,included,CD008892
11865843,included,CD008892
12437043,included,CD008892
12164298,included,CD008892
12757221,included,CD008892
11230418,included,CD008892
27058877,included,CD008892
12202606,included,CD008892
12592993,included,CD008892
16783041,included,CD008892
17065261,included,CD008892
21897484,included,CD008892
12532577,included,CD008892
26676104,included,CD008892
21576347,included,CD008892
21609455,included,CD008892
25375784,included,CD008892
26094960,included,CD008892
26101507,included,CD008892
24218407,included,CD008892
18501549,included,CD008892
15131144,included,CD008892
18276100,included,CD008892
25865974,included,CD008892
17350203,included,CD008892
22993409,included,CD008892
25890321,included,CD008892
21303511,excluded,CD008892
3130067,excluded,CD008892
12055793,excluded,CD008892
3407014,excluded,CD008892
10702512,excluded,CD008892
23100346,excluded,CD008892
1401030,excluded,CD008892
17761477,excluded,CD008892
3397147,excluded,CD008892
7948526,excluded,CD008892
9430522,excluded,CD008892
23000800,excluded,CD008892
2424936,excluded,CD008892
23420012,excluded,CD008892
6511025,excluded,CD008892
4991890,excluded,CD008892
15031525,excluded,CD008892
14871542,excluded,CD008892
15691138,excluded,CD008892
3962968,excluded,CD008892
16145168,excluded,CD008892
9139364,excluded,CD008892
6490859,excluded,CD008892
10773905,excluded,CD008892
10709124,excluded,CD008892
17298127,excluded,CD008892
3268601,excluded,CD008892
3235132,excluded,CD008892
2483249,excluded,CD008892
23951368,excluded,CD008892
25849611,excluded,CD008892
3356229,excluded,CD008892
10772578,excluded,CD008892
26438032,excluded,CD008892
9666004,excluded,CD008892
22357702,excluded,CD008892
12014769,excluded,CD008892
8326516,excluded,CD008892
26374362,excluded,CD008892
19430063,excluded,CD008892
22357703,excluded,CD008892
9579614,excluded,CD008892
2473209,excluded,CD008892
7650725,excluded,CD008892
3793865,excluded,CD008892
20035807,excluded,CD008892
22152990,excluded,CD008892
2691709,excluded,CD008892
20659077,excluded,CD008892
6523171,excluded,CD008892
1423751,excluded,CD008892
15728859,excluded,CD008892
2617639,excluded,CD008892
21508082,excluded,CD008892
21935450,excluded,CD008892
22215815,excluded,CD008892
12944555,excluded,CD008892
