15721416,included,CD008587 
25793281,included,CD008587
14675319,included,CD008587
20683409,included,CD008587
16136031,included,CD008587
11146077,included,CD008587
18843032,included,CD008587
21865084,included,CD008587
7791438,included,CD008587
10507785,included,CD008587
14667741,included,CD008587
14560561,included,CD008587
21297040,included,CD008587
22684726,included,CD008587
21060889,included,CD008587
20197765,included,CD008587
26019212,included,CD008587
12365959,included,CD008587
24685404,included,CD008587
19127262,included,CD008587
20949059,included,CD008587
20941740,included,CD008587
19141778,included,CD008587
23334437,included,CD008587
11531293,included,CD008587
12771924,included,CD008587
18805733,included,CD008587
16757701,included,CD008587
12948281,included,CD008587
15352050,included,CD008587
16156945,included,CD008587
11102899,included,CD008587
20884314,included,CD008587
17051008,included,CD008587
21051986,included,CD008587
11606114,excluded,CD008587
20039323,excluded,CD008587
21502436,excluded,CD008587
21630255,excluded,CD008587
21525231,excluded,CD008587
21903190,excluded,CD008587
20007673,excluded,CD008587
19585574,excluded,CD008587
20950847,excluded,CD008587
10833984,excluded,CD008587
12676841,excluded,CD008587
21479179,excluded,CD008587
10951346,excluded,CD008587
23052314,excluded,CD008587
15847874,excluded,CD008587
23724527,excluded,CD008587
14504189,excluded,CD008587
21053103,excluded,CD008587
23621259,excluded,CD008587
21684207,excluded,CD008587
21685039,excluded,CD008587
23443346,excluded,CD008587
21334200,excluded,CD008587
20719907,excluded,CD008587
20686384,excluded,CD008587
22562132,excluded,CD008587
23136614,excluded,CD008587
20354519,excluded,CD008587
22233689,excluded,CD008587
15270934,excluded,CD008587
11284951,excluded,CD008587
21973143,excluded,CD008587
23075359,excluded,CD008587
11008913,excluded,CD008587
10565688,excluded,CD008587
22251922,excluded,CD008587
15153322,excluded,CD008587
15818610,excluded,CD008587
15798842,excluded,CD008587
12509400,excluded,CD008587
25169534,excluded,CD008587
22851828,excluded,CD008587
23803065,excluded,CD008587
10645859,excluded,CD008587
21075054,excluded,CD008587
